,horodatage_local,poste,jour,heure,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh,energie_lag1,energie_lag24,degre_jour_chauffage,degre_jour_clim,indice_temp_cons,indice_temp_client,facteur_eolien
10,2022-01-01 22:00:00+00:00,A,1,17,1,7,0.800000012,97,0.5,0.0,0.0,-0.965925826,-0.258819045,0.5,0.866025404,-2.45e-16,1.0,1,1,17,118,0,105.8782445,78.3511662,60.9761072721342,17.199999988,0.0,1183.3599983487998,20117.119971929595,591.6799991743999
11,2022-01-01 23:00:00+00:00,A,1,18,1,7,0.600000024,97,0.5,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,-2.45e-16,1.0,1,1,17,118,0,99.37768872,105.8782445,66.82952557379528,17.399999976,0.0,1211.0399966592,20587.6799432064,605.5199983296
12,2022-01-02 04:00:00+00:00,A,1,23,1,7,-1.299999952,68,4.099999905,0.0,0.0,-0.258819045,0.965925826,0.5,0.866025404,-2.45e-16,1.0,1,1,17,118,0,64.41341667,99.37768872,73.36976682059874,19.299999952,0.0,1489.9599925888,25329.3198740096,6108.83582806788
13,2022-01-02 05:00:00+00:00,C,2,0,1,1,-2.099999905,69,4.099999905,0.0,0.0,0.0,1.0,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,119.8552267,196.367204,190.7523245542524,20.099999905,0.0,1616.039984724,56561.39946534,6625.763783844602
14,2022-01-02 06:00:00+00:00,C,2,1,1,1,-3.0,70,3.599999905,0.0,0.0,0.258819045,0.965925826,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,125.1511515,119.8552267,188.17777160462168,21.0,0.0,1764.0,61740.0,6350.399832419999
15,2022-01-02 10:00:00+00:00,C,2,5,1,1,-7.599999905,80,2.599999905,0.0,0.0,0.965925826,0.258819045,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,160.6821144,125.1511515,184.97048330331998,25.599999905,0.0,2621.4399805440003,91750.39931904,6815.743700377602
16,2022-01-02 11:00:00+00:00,C,2,6,1,1,-7.699999809,63,3.099999905,0.0,0.0,1.0,6.12e-17,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,201.4820266,160.6821144,183.311775724492,25.699999809,0.0,2641.9599607304003,92468.59862556402,8190.0756272780445
17,2022-01-02 14:00:00+00:00,C,2,9,1,1,-9.199999809,67,2.599999905,10.0,56.29000092,0.707106781,-0.707106781,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,264.2383657,201.4820266,179.46384803185273,27.199999808999998,0.0,2959.3599584383996,103577.598545344,7694.335610800642
18,2022-01-02 16:00:00+00:00,A,2,11,1,1,-9.5,81,1.5,10.0,80.58999634,0.258819045,-0.965925826,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,128.0315139,64.41341667,76.75242941619351,27.5,0.0,3025.0,51425.0,4537.5
20,2022-01-02 17:00:00+00:00,A,2,12,1,1,-8.5,73,1.5,0.0,83.05999756,1.22e-16,-1.0,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,125.6943152,128.0315139,82.78542651954444,26.5,0.0,2809.0,47753.0,4213.5
19,2022-01-02 17:00:00+00:00,C,2,12,1,1,-8.5,73,1.5,0.0,83.05999756,1.22e-16,-1.0,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,244.9317452,264.2383657,177.1258909516204,26.5,0.0,2809.0,98315.0,4213.5
21,2022-01-02 18:00:00+00:00,C,2,13,1,1,-8.800000191,80,1.0,0.0,80.22000122,-0.258819045,-0.965925826,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,258.0718872,244.9317452,171.95492473575237,26.800000191000002,0.0,2872.9600409504005,100553.60143326402,2872.9600409504005
22,2022-01-02 20:00:00+00:00,A,2,15,1,1,-7.699999809,62,0.5,0.0,54.81000137,-0.707106781,-0.707106781,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,116.1288617,125.6943152,88.28667442758453,25.699999809,0.0,2641.9599607304003,44913.3193324168,1320.9799803652002
23,2022-01-02 21:00:00+00:00,C,2,16,1,1,-7.900000095,62,1.0,0.0,21.45000076,-0.866025404,-0.5,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,263.8104637,258.0718872,167.08147857753747,25.900000095,0.0,2683.240019684,93913.40068893999,2683.240019684
24,2022-01-02 22:00:00+00:00,A,2,17,1,1,-7.699999809,57,0.5,0.0,0.0,-0.965925826,-0.258819045,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,124.4978303,116.1288617,90.74541220855242,25.699999809,0.0,2641.9599607304003,44913.3193324168,1320.9799803652002
25,2022-01-02 23:00:00+00:00,A,2,18,1,1,-8.100000381,55,2.099999905,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,128.6795742,124.4978303,93.27812430777229,26.100000381,0.0,2724.840079552801,46322.281352397615,5722.163908201074
26,2022-01-03 02:00:00+00:00,C,2,21,1,1,-12.80000019,59,2.099999905,0.0,0.0,-0.707106781,0.707106781,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,216.067154,263.8104637,168.5794049037867,30.80000019,0.0,3794.5600468159996,132809.60163855998,7968.575737830394
27,2022-01-03 03:00:00+00:00,A,2,22,1,1,-12.30000019,54,2.599999905,0.0,0.0,-0.5,0.866025404,0.5,0.866025404,0.781831482,0.623489802,1,0,17,118,0,108.7845322,128.6795742,94.97656727490273,30.30000019,0.0,3672.3600460559996,62430.12078295199,9548.135770871393
28,2022-01-03 04:00:00+00:00,C,2,23,1,1,-13.89999962,59,1.0,0.0,0.0,-0.258819045,0.965925826,0.5,0.866025404,0.781831482,0.623489802,1,0,35,220,0,168.436741,216.067154,169.69331313826663,31.89999962,0.0,4070.439903024,142465.39660584,4070.439903024
29,2022-01-03 05:00:00+00:00,C,3,0,1,2,-15.69999981,69,2.099999905,0.0,0.0,0.0,1.0,0.5,0.866025404,0.974927912,-0.222520934,0,1,35,221,0,189.4629824,168.436741,176.29629221078977,33.69999981,0.0,4542.759948776001,158996.59820716002,9539.795460867406
30,2022-01-03 05:00:00+00:00,A,3,0,1,2,-15.69999981,69,2.099999905,0.0,0.0,0.0,1.0,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,87.70744833,108.7845322,96.37989935811206,33.69999981,0.0,4542.759948776001,77226.91912919201,9539.795460867406
31,2022-01-03 06:00:00+00:00,C,3,1,1,2,-15.80000019,66,1.0,0.0,0.0,0.258819045,0.965925826,0.5,0.866025404,0.974927912,-0.222520934,0,1,35,221,0,190.4550085,189.4629824,182.93484379730265,33.80000019,0.0,4569.760051376,159941.60179816,4569.760051376
32,2022-01-03 08:00:00+00:00,A,3,3,1,2,-21.29999924,79,1.0,0.0,0.0,0.707106781,0.707106781,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,111.0551707,87.70744833,110.7154520958045,39.29999924,0.0,6177.959761056001,105025.31593795202,6177.959761056001
33,2022-01-03 12:00:00+00:00,A,3,7,1,2,-21.89999962,81,0.5,0.0,0.0,0.965925826,-0.258819045,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,69.767135,111.0551707,115.95243756192617,39.89999962,0.0,6368.039878704001,108256.67793796802,3184.0199393520006
34,2022-01-03 16:00:00+00:00,A,3,11,1,2,-15.89999962,49,1.0,0.0,316.6264954,0.258819045,-0.965925826,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,145.5828809,69.767135,115.71029713749702,33.89999962,0.0,4596.839896944001,78146.27824804802,4596.839896944001
35,2022-01-03 18:00:00+00:00,A,3,13,1,2,-14.19999981,45,1.0,0.0,133.3696594,-0.258819045,-0.965925826,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,157.5719323,145.5828809,116.43488511788763,32.19999981,0.0,4147.359951056001,70505.11916795201,4147.359951056001
36,2022-01-03 19:00:00+00:00,C,3,14,1,2,-14.80000019,52,1.5,0.0,71.81999969,-0.5,-0.866025404,0.5,0.866025404,0.974927912,-0.222520934,0,1,35,221,0,268.7635082,190.4550085,229.37972223541496,32.80000019,0.0,4303.360049856,150617.60174496,6455.040074783999
37,2022-01-03 20:00:00+00:00,A,3,15,1,2,-14.80000019,58,1.5,0.0,55.24000168,-0.707106781,-0.707106781,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,227.343565,157.5719323,116.20484096402964,32.80000019,0.0,4303.360049856,73157.120847552,6455.040074783999
38,2022-01-03 22:00:00+00:00,A,3,17,1,2,-17.79999924,72,0.5,0.0,0.0,-0.965925826,-0.258819045,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,113.6893809,227.343565,116.50634384864425,35.79999924,0.0,5126.559782336002,87151.51629971204,2563.279891168001
39,2022-01-03 23:00:00+00:00,A,3,18,1,2,-19.0,82,0.5,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,98.96161131,113.6893809,112.60484230438779,37.0,0.0,5476.0,93092.0,2738.0
40,2022-01-04 00:00:00+00:00,A,3,19,1,2,-19.29999924,83,2.400000095,0.0,0.0,-0.965925826,0.258819045,0.5,0.866025404,0.974927912,-0.222520934,0,1,17,118,0,107.1223245,98.96161131,109.6028080517694,37.29999924,0.0,5565.159773216002,94607.71614467203,13356.383984408583
41,2022-01-04 05:00:00+00:00,A,4,0,1,3,-20.60000038,92,1.0,0.0,0.0,0.0,1.0,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,116.0329429,107.1223245,112.48014273360066,38.60000038,0.0,5959.840117344,101317.28199484799,5959.840117344
42,2022-01-04 06:00:00+00:00,A,4,1,1,3,-19.5,83,1.0,0.0,0.0,0.258819045,0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,124.5034804,116.0329429,113.95016972214898,37.5,0.0,5625.0,95625.0,5625.0
43,2022-01-04 07:00:00+00:00,A,4,2,1,3,-18.39999962,81,2.099999905,0.0,0.0,0.5,0.866025404,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,127.5594017,124.5034804,115.4453534979996,36.39999962,0.0,5299.839889344002,90097.27811884803,11129.663264137613
44,2022-01-04 08:00:00+00:00,C,4,3,1,3,-15.89999962,74,3.099999905,0.0,0.0,0.707106781,0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,293.7370219,268.7635082,233.16107154982507,33.89999962,0.0,4596.839896944001,170083.07618692805,14250.203243826612
45,2022-01-04 09:00:00+00:00,A,4,4,1,3,-14.69999981,70,2.099999905,0.0,0.0,0.866025404,0.5,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,200.1628596,127.5594017,122.8359928048601,32.69999981,0.0,4277.159950296001,72711.71915503201,8982.035489291406
46,2022-01-04 10:00:00+00:00,C,4,5,1,3,-13.60000038,71,2.099999905,0.0,0.0,0.965925826,0.258819045,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,358.5294106,293.7370219,227.90655574818524,31.60000038,0.0,3994.2400960640007,147786.88355436802,8387.90382228159
47,2022-01-04 10:00:00+00:00,A,4,5,1,3,-13.60000038,71,2.099999905,0.0,0.0,0.965925826,0.258819045,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,187.5347928,200.1628596,130.38528554634308,31.60000038,0.0,3994.2400960640007,67902.081633088,8387.90382228159
48,2022-01-04 13:00:00+00:00,C,4,8,1,3,-11.5,73,2.099999905,0.0,24.95000076,0.866025404,-0.5,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,189.8596017,358.5294106,214.91089768127407,29.5,0.0,3481.0,128797.0,7310.099669304999
49,2022-01-04 14:00:00+00:00,C,4,9,1,3,-11.80000019,83,1.5,0.0,56.47999954,0.707106781,-0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,230.7420557,189.8596017,215.83382071650354,29.80000019,0.0,3552.1600452959997,131429.92167595198,5328.240067944
50,2022-01-04 16:00:00+00:00,C,4,11,1,3,-10.30000019,78,1.0,0.0,80.88999939,0.258819045,-0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,341.4323928,230.7420557,221.77779239408247,28.30000019,0.0,3203.560043016,118531.721591592,3203.560043016
51,2022-01-04 17:00:00+00:00,C,4,12,1,3,-9.600000381,77,0.5,0.0,83.44000244,1.22e-16,-1.0,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,337.2578681,341.4323928,228.3582578628224,27.600000381,0.0,3047.0400841248006,112740.48311261763,1523.5200420624003
53,2022-01-04 18:00:00+00:00,A,4,13,1,3,-8.300000191,73,1.0,0.0,80.69000244,-0.258819045,-0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,159.4249167,187.5347928,144.78635328412088,26.300000191000002,0.0,2766.7600401864006,47034.92068316881,2766.7600401864006
52,2022-01-04 18:00:00+00:00,C,4,13,1,3,-8.300000191,73,1.0,0.0,80.69000244,-0.258819045,-0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,336.2427589,337.2578681,250.3560261473001,26.300000191000002,0.0,2766.7600401864006,102370.12148689682,2766.7600401864006
54,2022-01-04 20:00:00+00:00,A,4,15,1,3,-7.0,77,0.5,0.0,55.68000031,-0.707106781,-0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,201.8829861,159.4249167,148.176930568031,25.0,0.0,2500.0,42500.0,1250.0
55,2022-01-04 20:00:00+00:00,C,4,15,1,3,-7.0,77,0.5,0.0,55.68000031,-0.707106781,-0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,442.8218072,336.2427589,267.7640643486394,25.0,0.0,2500.0,92500.0,1250.0
56,2022-01-04 21:00:00+00:00,C,4,16,1,3,-6.900000095,78,0.5,5.0,23.17000008,-0.866025404,-0.5,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,362.5348208,442.8218072,274.42967085031916,24.900000095,0.0,2480.040018924,91761.480700188,1240.020009462
57,2022-01-04 23:00:00+00:00,A,4,18,1,3,-6.699999809,83,2.400000095,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,80.83920959,201.8829861,130.61550169958295,24.699999809,0.0,2440.3599622584,41486.1193583928,5856.8641412543575
59,2022-01-05 00:00:00+00:00,C,4,19,1,3,-6.599999905,85,1.5,0.0,0.0,-0.965925826,0.258819045,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,157.2280097,362.5348208,275.6585342308393,24.599999905,0.0,2420.6399813040002,89563.67930824801,3630.959971956
58,2022-01-05 00:00:00+00:00,A,4,19,1,3,-6.599999905,85,1.5,0.0,0.0,-0.965925826,0.258819045,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,76.47868333,80.83920959,125.7475736310232,24.599999905,0.0,2420.6399813040002,41150.879682168,3630.959971956
61,2022-01-05 02:00:00+00:00,C,4,21,1,3,-6.199999809,86,0.5,0.0,0.0,-0.707106781,0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,325.5886621,157.2280097,269.94432781443646,24.199999809,0.0,2342.5599630224006,86674.71863182881,1171.2799815112003
60,2022-01-05 02:00:00+00:00,A,4,21,1,3,-6.199999809,86,0.5,0.0,0.0,-0.707106781,0.707106781,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,184.4386774,76.47868333,125.00258437135746,24.199999809,0.0,2342.5599630224006,39823.51937138081,1171.2799815112003
63,2022-01-05 04:00:00+00:00,C,4,23,1,3,-5.900000095,87,0.5,0.0,0.0,-0.258819045,0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,37,227,0,236.9198378,325.5886621,281.5601531592177,23.900000095,0.0,2284.840018164,84539.080672068,1142.420009082
62,2022-01-05 04:00:00+00:00,A,4,23,1,3,-5.900000095,87,0.5,0.0,0.0,-0.258819045,0.965925826,0.5,0.866025404,0.433883739,-0.900968868,0,0,17,118,0,104.8298571,184.4386774,128.52323876070366,23.900000095,0.0,2284.840018164,38842.280308788,1142.420009082
64,2022-01-05 06:00:00+00:00,A,5,1,1,4,-3.700000048,77,2.599999905,0.0,0.0,0.258819045,0.965925826,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,79.05685724,104.8298571,135.11473588116954,21.700000048,0.0,1883.5600083328,33904.0801499904,4897.255842727079
66,2022-01-05 07:00:00+00:00,C,5,2,1,4,-4.199999809,77,0.5,0.0,0.0,0.5,0.866025404,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,200.5292489,236.9198378,321.9621662627611,22.199999809,0.0,1971.3599660784005,74911.67871097922,985.6799830392002
65,2022-01-05 07:00:00+00:00,A,5,2,1,4,-4.199999809,77,0.5,0.0,0.0,0.5,0.866025404,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,77.92374063,79.05685724,139.60534831311236,22.199999809,0.0,1971.3599660784005,35484.47938941121,985.6799830392002
67,2022-01-05 08:00:00+00:00,A,5,3,1,4,-6.800000191,84,1.5,0.0,0.0,0.707106781,0.707106781,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,78.30746503,77.92374063,144.0791842095457,24.800000191,0.0,2460.1600378944,44282.880682099196,3690.2400568415997
68,2022-01-05 10:00:00+00:00,A,5,5,1,4,-8.0,88,2.099999905,5.0,0.0,0.965925826,0.258819045,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,121.859205,78.30746503,157.35069949889547,26.0,0.0,2704.0,48672.0,5678.39974312
69,2022-01-05 12:00:00+00:00,C,5,7,1,4,-8.399999619,91,2.599999905,80.0,0.0,0.965925826,-0.258819045,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,289.7253731,200.5292489,325.46616708318675,26.399999619,0.0,2787.8399195328,105937.9169422464,7248.383525940488
70,2022-01-05 13:00:00+00:00,A,5,8,1,4,-8.0,91,2.099999905,105.0,25.06999969,0.866025404,-0.5,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,142.8775399,121.859205,159.6704211018488,26.0,0.0,2704.0,48672.0,5678.39974312
71,2022-01-05 14:00:00+00:00,A,5,9,1,4,-8.199999809,89,2.099999905,5.0,56.61000061,0.707106781,-0.707106781,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,125.2846201,142.8775399,157.18046896898227,26.199999808999998,0.0,2745.7599599663995,49423.67927939519,5766.095655082242
72,2022-01-05 16:00:00+00:00,C,5,11,1,4,-6.199999809,82,2.599999905,0.0,81.05999756,0.258819045,-0.965925826,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,227.323649,289.7253731,329.5922066706695,24.199999809,0.0,2342.5599630224006,89017.27859485122,6090.655681315045
73,2022-01-05 17:00:00+00:00,C,5,12,1,4,-4.0,74,2.099999905,0.0,83.65000153,1.22e-16,-1.0,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,219.3362243,227.323649,332.42605049941835,22.0,0.0,1936.0,73568.0,4065.5998160799995
74,2022-01-05 20:00:00+00:00,C,5,15,1,4,-2.099999905,77,1.0,0.0,56.13999939,-0.707106781,-0.707106781,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,220.075918,219.3362243,324.64674597152134,20.099999905,0.0,1616.039984724,61409.519419512006,1616.039984724
75,2022-01-05 20:00:00+00:00,A,5,15,1,4,-2.099999905,77,1.0,0.0,56.13999939,-0.707106781,-0.707106781,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,92.33870085,125.2846201,148.4998370410994,20.099999905,0.0,1616.039984724,29088.719725032002,1616.039984724
76,2022-01-05 21:00:00+00:00,C,5,16,1,4,-2.5,78,1.600000024,0.0,24.04000092,-0.866025404,-0.5,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,250.5065916,220.075918,313.36584586564396,20.5,0.0,1681.0,63878.0,2689.6000403440003
77,2022-01-05 21:00:00+00:00,A,5,16,1,4,-2.5,78,1.600000024,0.0,24.04000092,-0.866025404,-0.5,0.5,0.866025404,-0.433883739,-0.900968868,0,0,18,119,0,98.14862579,92.33870085,128.45319724322798,20.5,0.0,1681.0,30258.0,2689.6000403440003
78,2022-01-05 23:00:00+00:00,C,5,18,1,4,-2.700000048,81,1.0,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,300.1780034,250.5065916,295.9323071374188,20.700000048,0.0,1713.9600079488,65130.4803020544,1713.9600079488
79,2022-01-06 03:00:00+00:00,C,5,22,1,4,-2.400000095,94,0.5,7.5,0.0,-0.5,0.866025404,0.5,0.866025404,-0.433883739,-0.900968868,0,0,38,230,0,199.3020168,300.1780034,278.73072648901507,20.400000095,0.0,1664.6400155039998,63256.320589152,832.3200077519999
80,2022-01-06 12:00:00+00:00,C,6,7,1,5,-2.599999905,75,6.699999809,0.0,0.0,0.965925826,-0.258819045,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,277.124856,199.3020168,267.09351901363306,20.599999905,0.0,1697.439984344,66200.159389416,11372.847570893764
81,2022-01-06 13:00:00+00:00,A,6,8,1,5,-2.700000048,73,5.699999809,0.0,25.22999954,0.866025404,-0.5,0.5,0.866025404,-0.974927912,-0.222520934,0,0,19,123,0,140.5746228,98.14862579,100.32579495344658,20.700000048,0.0,1713.9600079488,32565.2401510272,9769.571717941799
82,2022-01-06 14:00:00+00:00,C,6,9,1,5,-3.0,73,5.599999905,0.0,91.01959229,0.707106781,-0.707106781,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,251.1592728,277.124856,254.0924390643839,21.0,0.0,1764.0,68796.0,9878.39983242
83,2022-01-06 15:00:00+00:00,C,6,10,1,5,-3.299999952,73,5.5,0.0,249.7515106,0.5,-0.866025404,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,230.5475871,251.1592728,249.97646158380869,21.299999952,0.0,1814.7599918208,70775.6396810112,9981.1799550144
84,2022-01-06 17:00:00+00:00,C,6,12,1,5,-1.700000048,80,7.269999981,0.0,336.7631226,1.22e-16,-1.0,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,228.2835733,230.5475871,246.7665238600734,19.700000048,0.0,1552.3600075648,60542.040295027204,11285.657225501256
85,2022-01-06 17:00:00+00:00,A,6,12,1,5,-1.700000048,80,7.269999981,0.0,336.7631226,1.22e-16,-1.0,0.5,0.866025404,-0.974927912,-0.222520934,0,0,19,123,0,107.8573064,140.5746228,99.07949622838701,19.700000048,0.0,1552.3600075648,29494.840143731202,11285.657225501256
87,2022-01-06 18:00:00+00:00,A,6,13,1,5,-1.700000048,76,6.820000172,0.0,81.20999908,-0.258819045,-0.965925826,0.5,0.866025404,-0.974927912,-0.222520934,0,0,19,123,0,96.79202167,107.8573064,100.40068521442878,19.700000048,0.0,1552.3600075648,29494.840143731202,10587.095518597858
86,2022-01-06 18:00:00+00:00,C,6,13,1,5,-1.700000048,76,6.820000172,0.0,81.20999908,-0.258819045,-0.965925826,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,199.0996723,228.2835733,240.63506942606668,19.700000048,0.0,1552.3600075648,60542.040295027204,10587.095518597858
88,2022-01-06 19:00:00+00:00,C,6,14,1,5,-2.099999905,72,6.340000153,0.0,72.80000305,-0.5,-0.866025404,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,203.2169127,199.0996723,238.98713001982694,20.099999905,0.0,1616.039984724,63025.559404236,10245.693750404278
89,2022-01-06 20:00:00+00:00,C,6,15,1,5,-2.400000095,72,4.960000038,0.0,140.5510864,-0.707106781,-0.707106781,0.5,0.866025404,-0.974927912,-0.222520934,0,0,39,233,0,211.6371966,203.2169127,239.51272220816674,20.400000095,0.0,1664.6400155039998,64920.96060465599,8256.61454015616
91,2022-01-06 23:00:00+00:00,A,6,18,1,5,-5.900000095,82,2.579999924,0.0,0.0,-1.0,-1.84e-16,0.5,0.866025404,-0.974927912,-0.222520934,0,0,19,123,0,130.2562517,96.79202167,109.7034763693612,23.900000095,0.0,2284.840018164,43411.960345116,5894.887073215278
